,	, ,
keagenan	NN keagenan
keagungan	NN keagungan
keahlian	NN keahlian
keaiban	NN keaiban
keajaiban	NN keajaiban
keakasan	NN keakasan
keakraban	NN keakraban
keaktifan	NN keaktifan
keakuan	NN keakuan
keakuran	NN keakuran
kealiman	NN kealiman
keallahan	NN keallahan
kealpaan	NN kealpaan
keamanan	NN keamanan
keampuhan	NN keampuhan
keanehan	NN keanehan
keangkuhan	NN keangkuhan
keantikan	NN keantikan
keapikan	NN keapikan
kearifan	NN kearifan
kearsipan	NN kearsipan
keasingan	NN keasingan
keaslian	NN keaslian
keasrian	NN keasrian
keawetan	NN keawetan
keayuan	NN keayuan
kebabaran	VB kebabaran
kebagusan	NN kebagusan
kebaikan	NN kebaikan
kebajikan	NN kebajikan
kebakaan	NN kebakaan
kebakaran	NN kebakaran
kebaktian	NN kebaktian
kebalikan	NN kebalikan
kebal	JJ kebal
kebancian	NN kebancian
kebangsawanan	NN kebangsawanan
kebarat-baratan	JJ kebarat-baratan
kebaruan	NN kebaruan
kebas	JJ kebas
kebatinan	NN kebatinan
kebawelan	NN kebawelan
kebayuan	NN kebayuan
kebebalan	NN kebebalan
kebebasan	NN kebebasan
kebejatan	NN kebejatan
kebekenan	NN kebekenan
kebekuan	NN kebekuan
kebelauan	JJ kebelauan
kebelet	JJ kebelet
kebenaran	NN kebenaran
kebencian	NN kebencian
kebendaan	NN kebendaan
keberatan	NN keberatan
keberesan	NN keberesan
kebersamaan	NN kebersamaan
kebesaran	NN kebesaran
kebetulan	RB kebetulan
kebiasaan	NN kebiasaan
kebidanan	NN kebidanan
kebijakan	NN kebijakan
kebinatangan	NN kebinatangan
kebinekaan	NN kebinekaan
kebirahan	VB kebirahan
kebiru-biruan	JJ kebiru-biruan
kebisaan	NN kebisaan
kebisingan	NN kebisingan
kebobolan	VB kebobolan
kebocahan	NN kebocahan
kebocoran	NN kebocoran
kebodohan	NN kebodohan
kebolehan	NN kebolehan
keborosan	NN keborosan
kebosanan	NN kebosanan
kebrengsekan	NN kebrengsekan
kebuasan	NN kebuasan
kebugaran	NN kebugaran
kebulatan	NN kebulatan
kebun	NN kebun
kebuntuan	NN kebuntuan
keburukan	NN keburukan
kebusukan	NN kebusukan
kebutaan	NN kebutaan
kebut-kebutan	VB kebut-kebutan
kebutuhan	NN kebutuhan
kecabaian	VB kecabaian
kecabulan	NN kecabulan
kecacatan	NN kecacatan
kecakapan	NN kecakapan
kecaman	NN kecaman
kecamatan	NN kecamatan
kecanduan	VB kecanduan
kecanggungan	NN kecanggungan
kecapaian	VB kecapaian
kecap	NN kecap
kececeran	VB kececeran
kecekatan	NN kecekatan
kecelaan	NN kecelaan
kecelakaan	NN kecelakaan
kecemaran	NN kecemaran
kecemasan	NN kecemasan
kecemerlangan	NN kecemerlangan
kecenderungan	NN kecenderungan
kecepatan	NN kecepatan
kecerahan	NN kecerahan
keceriaan	NN keceriaan
kecermatan	NN kecermatan
kecil	JJ kecil
kecil-kecilan	JJ kecil-kecilan
kecintaan	NN kecintaan
kecipir	NN kecipir
kecocokan	NN kecocokan
kecoh	NN kecoh
kecokelat-cokelatan	JJ kecokelat-cokelatan
kecondongan	NN kecondongan
kecongkakan	NN kecongkakan
kecopetan	VB kecopetan
kecuali	IN kecuali
kecukupan	NN kecukupan
keculasan	NN keculasan
kecu	NN kecu
kecupan	NN kecupan
kecuraman	NN kecuraman
kecurian	VB kecurian
kecut	JJ kecut
kedah	NN kedah
kedai	NN kedai
kedalaman	NN kedalaman
kedaluwarsa	JJ kedaluwarsa
kedamaian	NN kedamaian
kedangkalan	NN kedangkalan
kedap	JJ kedap
kedasih	NN kedasih
kedaulatan	NN kedaulatan
kedaung	NN kedaung
kedayagunaan	NN kedayagunaan
kedegilan	NN kedegilan
kedelai	NN kedelai
kedelapan	CD kedelapan
keder	JJ keder
kedewaan	NN kedewaan
kediaman	NN kediaman
kedinamisan	NN kedinamisan
kedinasan	NN kedinasan
kedipan	NN kedipan
kedip	NN kedip
kedok	NN kedok
kedua	CD kedua
kedudukan	NN kedudukan
kedukaan	NN kedukaan
kedunguan	NN kedunguan
keduniaan	NN keduniaan
keduniawian	NN keduniawian
kedurjanaan	NN kedurjanaan
kedustaan	NN kedustaan
kedutaan	NN kedutaan
keefektifan	NN keefektifan
keegoan	NN keegoan
keekonomian	NN keekonomian
keekonomisan	NN keekonomisan
keekstreman	NN keekstreman
keelastisan	NN keelastisan
keelokan	NN keelokan
keemasan	JJ keemasan
keempat	CD keempat
keempukan	NN keempukan
keenakan	NN keenakan
keeratan	NN keeratan
keesaan	NN keesaan
kefakiran	NN kefakiran
kefanaan	NN kefanaan
kefanatikan	NN kefanatikan
kefasihan	NN kefasihan
kegadisan	NN kegadisan
kegadis-gadisan	JJ kegadis-gadisan
kegaduhan	NN kegaduhan
kegagahan	NN kegagahan
kegagalan	NN kegagalan
kegaiban	NN kegaiban
kegalakan	NN kegalakan
kegalauan	NN kegalauan
kegaliban	NN kegaliban
keganasan	NN keganasan
kegawatan	NN kegawatan
kegegeran	NN kegegeran
kegelapan	NN kegelapan
kegelap-gelapan	JJ kegelap-gelapan
kegelian	VB kegelian
kegemaran	NN kegemaran
kegemasan	NN kegemasan
kegembiraan	NN kegembiraan
kegemukan	JJ kegemukan
kegenapan	NN kegenapan
kegenitan	NN kegenitan
kegerahan	VB kegerahan
kegeraman	NN kegeraman
kegesitan	NN kegesitan
kegetiran	NN kegetiran
kegiatan	NN kegiatan
kegigihan	NN kegigihan
kegilaan	NN kegilaan
kegoyahan	NN kegoyahan
kegugupan	NN kegugupan
keguguran	VB keguguran
kegunaan	NN kegunaan
keguruan	NN keguruan
kegusaran	NN kegusaran
kehabisan	VB kehabisan
kehadiran	NN kehadiran
kehakiman	NN kehakiman
kehalalan	NN kehalalan
kehalusan	NN kehalusan
kehamilan	NN kehamilan
kehampaan	NN kehampaan
keharuman	NN keharuman
keharusan	NN keharusan
kehausan	VB kehausan
kehebatan	NN kehebatan
kehebohan	NN kehebohan
kehematan	NN kehematan
keheningan	NN keheningan
keheranan	NN keheranan
keheran-heranan	VB keheran-heranan
kehidupan	NN kehidupan
kehijauan	JJ kehijauan
kehijau-hijauan	JJ kehijau-hijauan
kehitaman	JJ kehitaman
kehitam-hitaman	JJ kehitam-hitaman
kehujanan	VB kehujanan
kehutanan	NN kehutanan
keibaan	NN keibaan
keibuan	NN keibuan
keikhlasan	NN keikhlasan
keikliman	NN keikliman
keilahian	NN keilahian
keilmuan	NN keilmuan
keimaman	NN keimaman
keimanan	NN keimanan
keindahan	NN keindahan
keindraan	NN keindraan
keinginan	NN keinginan
keinsafan	NN keinsafan
keintiman	NN keintiman
keislaman	NN keislaman
kejadian	NN kejadian
kejahatan	NN kejahatan
kejahilan	NN kejahilan
kejailan	NN kejailan
kejaksaan	NN kejaksaan
kejamakan	NN kejamakan
kejam	JJ kejam
kejapan	NN kejapan
kejar-mengejar	VB kejar-mengejar
kejatuhan	NN kejatuhan
kejauhan	NN kejauhan
kejawen	NN kejawen
kejayaan	NN kejayaan
kejelasan	NN kejelasan
kejelekan	NN kejelekan
kejelian	NN kejelian
kejemuan	NN kejemuan
kejenuhan	NN kejenuhan
kejerihan	NN kejerihan
kejijikan	NN kejijikan
keji	JJ keji
kejiwaan	NN kejiwaan
kejombangan	NN kejombangan
kejorokan	NN kejorokan
kejuaraan	NN kejuaraan
kejujuran	NN kejujuran
keju	NN keju
kejuruan	NN kejuruan
kejutan	NN kejutan
kekaburan	NN kekaburan
kekacauan	NN kekacauan
kekafiran	NN kekafiran
kekaguman	NN kekaguman
kekahatan	NN kekahatan
kekakuan	NN kekakuan
kekalahan	NN kekalahan
kekalapan	NN kekalapan
kekal	JJ kekal
kekalutan	NN kekalutan
kekariban	NN kekariban
kekar	JJ kekar
kekaryaan	NN kekaryaan
kekasaran	NN kekasaran
kekasih	NN kekasih
kekayaan	NN kekayaan
kekebalan	NN kekebalan
kekecilan	NN kekecilan
kekecualian	NN kekecualian
kekecutan	NN kekecutan
kekejaman	NN kekejaman
kekejian	NN kekejian
kekekalan	NN kekekalan
kekekaran	NN kekekaran
kekek	NN kekek
kekelaman	NN kekelaman
kekencangan	NN kekencangan
kekenesan	NN kekenesan
kekenyangan	NN kekenyangan
kekerabatan	NN kekerabatan
kekeramatan	NN kekeramatan
kekerasan	NN kekerasan
keker	NN keker
kekeruhan	NN kekeruhan
kekesalan	NN kekesalan
keketatan	NN keketatan
kekhasan	NN kekhasan
kekhawatiran	NN kekhawatiran
kekhidmatan	NN kekhidmatan
keki	JJ keki
kekikiran	NN kekikiran
kekikukan	NN kekikukan
keklisean	NN keklisean
kekoboi-koboian	NN kekoboi-koboian
kekolotan	NN kekolotan
kekosenan	NN kekosenan
kekotoran	NN kekotoran
kekristenan	NN kekristenan
kekuasaan	NN kekuasaan
kekuatan	NN kekuatan
kekudusan	NN kekudusan
kekufuran	NN kekufuran
kekukuhan	NN kekukuhan
kekunoan	NN kekunoan
kekurangan	NN kekurangan
kekurusan	NN kekurusan
kekusutan	NN kekusutan
kelabakan	JJ kelabakan
kelahiran	NN kelahiran
kelainan	NN kelainan
kelakar	NN kelakar
kelakian	NN kelakian
kelaki-lakian	NN kelaki-lakian
kelak	RB kelak
kelakuan	NN kelakuan
kelalaian	NN kelalaian
kelaliman	NN kelaliman
kelambu	NN kelambu
kelamin	NN kelamin
kelam	JJ kelam
kelancangan	NN kelancangan
kelancungan	NN kelancungan
kelaparan	NN kelaparan
kelarasan	NN kelarasan
kelarutan	NN kelarutan
kelas	NN kelas
kelatahan	NN kelatahan
kelautan	NN kelautan
kelayakan	NN kelayakan
kelayapan	VB kelayapan
kelayuan	NN kelayuan
kelaziman	NN kelaziman
kelebihan	NN kelebihan
keledai	NN keledai
kelelahan	NN kelelahan
kelelap	VB kelelap
keleluasaan	NN keleluasaan
kelemahan	NN kelemahan
kelemasan	NN kelemasan
kelembagaan	NN kelembagaan
kelengangan	NN kelengangan
kelengkapan	NN kelengkapan
kelestarian	NN kelestarian
kelesuan	NN kelesuan
keletihan	NN keletihan
kelezatan	NN kelezatan
kelicikan	NN kelicikan
kelicinan	NN kelicinan
kelihaian	NN kelihaian
kelihatan	VB kelihatan
kelima	CD kelima
kelimis	JJ kelimis
kelinci	NN kelinci
kelingking	NN kelingking
kelir	NN kelir
kelobaan	NN kelobaan
kelobot	NN kelobot
kelokan	NN kelokan
kelom	NN kelom
kelonggaran	NN kelonggaran
kelopak	NN kelopak
kelor	NN kelor
kelos	NN kelos
keluang	NN keluang
keluaran	NN keluaran
keluar	VB keluar
keluasan	NN keluasan
kelucuan	NN kelucuan
kelugasan	NN kelugasan
keluguan	NN keluguan
keluhan	NN keluhan
keluh	NN keluh
keluhuran	NN keluhuran
kelu	JJ kelu
kelulusan	NN kelulusan
kelunakan	NN kelunakan
kelupaan	NN kelupaan
kelurahan	NN kelurahan
kelurusan	NN kelurusan
keluwesan	NN keluwesan
kemacetan	NN kemacetan
kemaharajaan	NN kemaharajaan
kemahiran	NN kemahiran
kemah	NN kemah
kemajuan	NN kemajuan
kemaksiatan	NN kemaksiatan
kemalaman	VB kemalaman
kemalasan	NN kemalasan
kemaluan	NN kemaluan
kemampuan	NN kemampuan
kemandirian	NN kemandirian
kemanfaatan	NN kemanfaatan
kemangi	NN kemangi
kemangkatan	NN kemangkatan
kemanisan	NN kemanisan
kemanjaan	NN kemanjaan
kemanusiaan	NN kemanusiaan
kemapanan	NN kemapanan
kemarahan	NN kemarahan
kemarau	JJ kemarau
kemarin	NN kemarin
kemaritiman	NN kemaritiman
kemasaman	NN kemasaman
kemasam-masaman	JJ kemasam-masaman
kemasan	NN kemasan
kemaslahatan	NN kemaslahatan
kemasukan	VB kemasukan
kemasygulan	NN kemasygulan
kemasyhuran	NN kemasyhuran
kematian	NN kematian
kematraan	NN kematraan
kemauan	NN kemauan
kemayaan	NN kemayaan
kembalian	NN kembalian
kembali	NN kembali
kembang	NN kembang
kembung	NN kembung
kemegahan	NN kemegahan
kemelaratan	NN kemelaratan
kemelut	NN kemelut
kemenangan	NN kemenangan
kementerengan	NN kementerengan
kemerah-merahan	JJ kemerah-merahan
kemerdekaan	NN kemerdekaan
kemerduan	NN kemerduan
kemerosotan	NN kemerosotan
kemesraan	NN kemesraan
kemesuman	NN kemesuman
kemewahan	NN kemewahan
kemih	NN kemih
kemi	NN kemi
kemiripan	NN kemiripan
kemitraan	NN kemitraan
kemokalan	NN kemokalan
kemolekan	NN kemolekan
kemudaan	NN kemudaan
kemudahan	NN kemudahan
kemujuran	NN kemujuran
kemuliaan	NN kemuliaan
kemul	NN kemul
kemulusan	NN kemulusan
kemungkinan	NN kemungkinan
kemurahan	NN kemurahan
kemuraman	NN kemuraman
kemurkaan	NN kemurkaan
kemurnian	NN kemurnian
kenaasan	NN kenaasan
kenabian	NN kenabian
kenaifan	NN kenaifan
kenaikan	NN kenaikan
kenakalan	NN kenakalan
kenalan	NN kenalan
kenal	JJ kenal
kenal-mengenal	VB kenal-mengenal
kenamaan	JJ kenamaan
kenanga	NN kenanga
kenasionalan	NN kenasionalan
kena	VB kena
kencana	NN kencana
kencang	JJ kencang
kenceng	NN kenceng
kencing	NN kencing
kendala	NN kendala
kendali	NN kendali
kendaraan	NN kendaraan
kendati	CC kendati
kendi	NN kendi
kenduri	NN kenduri
kenekadan	NN kenekadan
kenek	NN kenek
kenes	JJ kenes
kenestapaan	NN kenestapaan
kengerian	NN kengerian
kenikmatan	NN kenikmatan
kenisbian	NN kenisbian
kenistaan	NN kenistaan
kentang	NN kentang
kentara	JJ kentara
kentongan	NN kentongan
kentungan	NN kentungan
kentung	NN kentung
kenyang	JJ kenyang
kenyataan	NN kenyataan
keolahragaan	NN keolahragaan
keonaran	NN keonaran
keong	NN keong
keovalan	NN keovalan
kepabeanan	NN kepabeanan
kepadatan	NN kepadatan
kepaduan	NN kepaduan
kepahitan	NN kepahitan
kepahlawanan	NN kepahlawanan
kepak	NN kepak
kepalan	NN kepalan
kepal	NN kepal
kepanasan	VB kepanasan
kepandaian	NN kepandaian
kepanduan	NN kepanduan
kepanikan	NN kepanikan
kepaniteraan	NN kepaniteraan
kepanitiaan	NN kepanitiaan
kepapaan	NN kepapaan
kepasifan	NN kepasifan
kepastian	NN kepastian
kepatihan	NN kepatihan
kepatuhan	NN kepatuhan
kepatutan	NN kepatutan
kepayahan	NN kepayahan
kepecahan	NN kepecahan
kepedihan	NN kepedihan
kepekaan	NN kepekaan
kepekatan	NN kepekatan
kepelikan	NN kepelikan
kepelitan	NN kepelitan
kepenatan	NN kepenatan
kepengecutan	NN kepengecutan
kepengurusan	NN kepengurusan
kepenyairan	NN kepenyairan
keperakan	JJ keperakan
keperak-perakan	JJ keperak-perakan
kepergian	NN kepergian
keperihan	NN keperihan
keperkasaan	NN keperkasaan
keperluan	NN keperluan
kepesatan	NN kepesatan
kepicikan	NN kepicikan
kepik	NN kepik
kepiluan	NN kepiluan
kepitan	NN kepitan
kepolosan	NN kepolosan
kepompong	NN kepompong
keponakan	NN keponakan
keporian	NN keporian
kepornoan	NN kepornoan
keprihatinan	NN keprihatinan
kepuasan	NN kepuasan
kepujanggaan	NN kepujanggaan
kepulan	NN kepulan
kepulasan	VB kepulasan
kepulauan	NN kepulauan
kepunahan	NN kepunahan
kepunyaan	NN kepunyaan
kepustakaan	NN kepustakaan
keputusan	NN keputusan
kerabat	NN kerabat
kerabunan	NN kerabunan
keracunan	VB keracunan
keragaman	NN keragaman
keraguan	NN keraguan
kerahasian	NN kerahasian
kerah	NN kerah
kerajaan	NN kerajaan
kerajinan	NN kerajinan
kerak	NN kerak
kerakusan	NN kerakusan
keramahan	NN keramahan
keramaian	NN keramaian
keramas	VB keramas
keramat	JJ keramat
keramba	NN keramba
keramik	NN keramik
kerancuan	NN kerancuan
keranjang	NN keranjang
keranjingan	JJ keranjingan
keranji	NN keranji
kera	NN kera
keranta	NN keranta
kerapian	NN kerapian
kerapuhan	NN kerapuhan
kerasan	JJ kerasan
keras	JJ keras
kerasukan	VB kerasukan
kerasulan	NN kerasulan
keratan	NN keratan
kerat	NN kerat
keraton	NN keraton
kerawanan	NN kerawanan
kerawitan	NN kerawitan
kerecokan	NN kerecokan
keredok	NN keredok
keredupan	NN keredupan
keregenan	NN keregenan
kerek	NN kerek
kerelaan	NN kerelaan
kerelatifan	NN kerelatifan
keremukan	NN keremukan
kerenggangan	NN kerenggangan
keren	JJ keren
keresahan	NN keresahan
keresidenan	NN keresidenan
keresikan	NN keresikan
keresmian	NN keresmian
keretakan	NN keretakan
kerewelan	NN kerewelan
keriaan	NN keriaan
keriangan	NN keriangan
keributan	NN keributan
kericuhan	NN kericuhan
kerikuhan	NN kerikuhan
kerinduan	NN kerinduan
keri	NN keri
keripik	NN keripik
keriput	JJ keriput
kerisauan	NN kerisauan
keris	NN keris
kerja	NN kerja
kerlingan	NN kerlingan
kerling	NN kerling
kernyit	NN kernyit
kerobohan	NN kerobohan
kerosin	NN kerosin
keroyalan	NN keroyalan
kertas	NN kertas
kerucut	NN kerucut
kerugian	NN kerugian
keruh	JJ keruh
kerukunan	NN kerukunan
kerumitan	NN kerumitan
kerumunan	NN kerumunan
keruncingan	NN keruncingan
kerupuk	NN kerupuk
kerusakan	NN kerusakan
kerusuhan	NN kerusuhan
kerutinan	NN kerutinan
kerut	NN kerut
keruwetan	NN keruwetan
kesabaran	NN kesabaran
kesadaran	NN kesadaran
kesadisan	NN kesadisan
kesahihan	NN kesahihan
kesakitan	VB kesakitan
kesaksamaan	NN kesaksamaan
kesaksian	NN kesaksian
kesaktian	NN kesaktian
kesalahan	NN kesalahan
kesalehan	NN kesalehan
kesal	JJ kesal
kesamaan	NN kesamaan
kesamaptaan	NN kesamaptaan
kesamaran	NN kesamaran
kesanggupan	NN kesanggupan
kesangsian	NN kesangsian
kesan	NN kesan
kesantunan	NN kesantunan
kesarjanaan	NN kesarjanaan
kesatuan	NN kesatuan
kesayuan	NN kesayuan
kesebalan	NN kesebalan
kesebelasan	NN kesebelasan
kesedapan	NN kesedapan
kesediaan	NN kesediaan
kesedihan	NN kesedihan
keseganan	NN keseganan
kesegaran	NN kesegaran
kesehatan	NN kesehatan
keseimbangan	NN keseimbangan
kesejatian	NN kesejatian
kesejukan	NN kesejukan
keselamatan	NN keselamatan
keselarasan	NN keselarasan
keseleo	VB keseleo
keseluruhan	NN keseluruhan
kesemarakan	NN kesemarakan
kesemek	NN kesemek
kesemestaan	NN kesemestaan
kesemrawutan	NN kesemrawutan
kesemutan	VB kesemutan
kesendirian	NN kesendirian
kesenduan	NN kesenduan
kesengajaan	NN kesengajaan
kesenian	NN kesenian
kesenimanan	NN kesenimanan
kesenjangan	NN kesenjangan
kesenjataan	NN kesenjataan
kesentosaan	NN kesentosaan
kesepakatan	NN kesepakatan
kesepian	NN kesepian
kesepuluh	CD kesepuluh
keseragaman	NN keseragaman
keserakahan	NN keserakahan
keseraman	NN keseraman
keserasian	NN keserasian
kesertaan	NN kesertaan
keserupaan	NN keserupaan
kesesakan	NN kesesakan
kesetanan	VB kesetanan
kesetiaan	NN kesetiaan
keset	NN keset
kesiagaan	NN kesiagaan
kesiangan	VB kesiangan
kesiapan	NN kesiapan
kesibukan	NN kesibukan
kesigapan	NN kesigapan
kesilaman	NN kesilaman
kesimpatikan	NN kesimpatikan
kesimpulan	NN kesimpulan
kesingkatan	NN kesingkatan
kesinisan	NN kesinisan
kesinoniman	NN kesinoniman
kesintingan	NN kesintingan
kesipuan	RB kesipuan
kesipu-sipuan	RB kesipu-sipuan
kesohor	JJ kesohor
kesopanan	NN kesopanan
kesuburan	NN kesuburan
kesucian	NN kesucian
kesudahan	NN kesudahan
kesudian	NN kesudian
kesukaan	NN kesukaan
kesukaran	NN kesukaran
kesukuan	NN kesukuan
kesulitan	NN kesulitan
kesultanan	NN kesultanan
kesunanan	NN kesunanan
kesunyataan	NN kesunyataan
kesunyian	NN kesunyian
kesuraman	NN kesuraman
kesurupan	VB kesurupan
kesusahan	NN kesusahan
kesusilaan	NN kesusilaan
ketaatan	NN ketaatan
ketabahan	NN ketabahan
ketabiban	NN ketabiban
ketahanan	NN ketahanan
ketahiran	NN ketahiran
ketahuan	VB ketahuan
ketajaman	NN ketajaman
ketaksaan	NN ketaksaan
ketakutan	NN ketakutan
ketakwaan	NN ketakwaan
ketamakan	NN ketamakan
ketam	NN ketam
ketangguhan	NN ketangguhan
ketangkasan	NN ketangkasan
ketan	NN ketan
ketatanegaraan	NN ketatanegaraan
ketat	JJ ketat
ketebalan	NN ketebalan
keteduhan	NN keteduhan
ketegangan	NN ketegangan
ketegapan	NN ketegapan
ketegaran	NN ketegaran
ketegasan	NN ketegasan
keteguhan	NN keteguhan
ketek	NN ketek
ketekunan	NN ketekunan
keteladanan	NN keteladanan
ketel	NN ketel
ketenagakerjaan	NN ketenagakerjaan
ketenangan	NN ketenangan
ketenaran	NN ketenaran
ketenteraman	NN ketenteraman
ketentuan	NN ketentuan
ketepatan	NN ketepatan
keteraturan	NN keteraturan
keterbatasan	NN keterbatasan
keterbukaan	NN keterbukaan
ketergesa-gesaan	NN ketergesa-gesaan
keterikatan	NN keterikatan
keterkaitan	NN keterkaitan
keterkejutan	NN keterkejutan
keterkenalan	NN keterkenalan
keterkutukan	NN keterkutukan
keterlaluan	JJ keterlaluan
keterlibatan	NN keterlibatan
keterpaduan	NN keterpaduan
ketertutupan	NN ketertutupan
ketetapan	NN ketetapan
keteteran	VB keteteran
keteter	VB keteter
ketiadaan	NN ketiadaan
ketiga	CD ketiga
ketikan	NN ketikan
ketik	NN ketik
ketimuran	NN ketimuran
ketipisan	NN ketipisan
ketokan	NN ketokan
ketololan	NN ketololan
ketombe	NN ketombe
ketrengginasan	NN ketrengginasan
ketuaan	NN ketuaan
ketua	NN ketua
ketuban	NN ketuban
ketuhanan	NN ketuhanan
ketujuh	CD ketujuh
ketukan	NN ketukan
ketuk	NN ketuk
ketulahan	VB ketulahan
ketularan	VB ketularan
ketulenan	NN ketulenan
ketulian	NN ketulian
ketulusan	NN ketulusan
ketupat	NN ketupat
keturunan	NN keturunan
ketus	JJ ketus
keuangan	NN keuangan
keuletan	NN keuletan
keulungan	NN keulungan
keumuman	NN keumuman
keunggulan	NN keunggulan
keunikan	NN keunikan
keuntungan	NN keuntungan
keusangan	NN keusangan
keuskupan	NN keuskupan
keutamaan	NN keutamaan
keutuhan	NN keutuhan
keuzuran	NN keuzuran
kevakuman	NN kevakuman
kewajiban	NN kewajiban
kewalahan	JJ kewalahan
kewarganegaraan	NN kewarganegaraan
kewenangan	NN kewenangan
keyakinan	NN keyakinan
khalayak	NN khalayak
khalifah	NN khalifah
khasiat	NN khasiat
khas	JJ khas
khawatir	JJ khawatir
khayalan	NN khayalan
khazanah	NN khazanah
khidmat	JJ khidmat
khitanan	NN khitanan
khotbah	NN khotbah
kiai	NN kiai
kiasan	NN kiasan
kias	NN kias
kiat	NN kiat
kibaran	NN kibaran
kibasan	NN kibasan
kicauan	NN kicauan
kidal	JJ kidal
kikir	NN kikir
kikisan	NN kikisan
kikuk	JJ kikuk
kilah	NN kilah
kilat	NN kilat
kilauan	NN kilauan
kilau	NN kilau
kilir	NN kilir
kilometer	NN kilometer
kimia	NN kimia
kimiawi	JJ kimiawi
kinasih	JJ kinasih
kinerja	NN kinerja
kinestetik	JJ kinestetik
kini	RB kini
kios	NN kios
kipas	NN kipas
kiper	NN kiper
kirab	NN kirab
kira-kira	IN kira-kira
kiranya	RB kiranya
kiriman	NN kiriman
kiri	NN kiri
kisah	NN kisah
kisaran	NN kisaran
kisi-kisi	NN kisi-kisi
kista	NN kista
kisut	JJ kisut
kitab	NN kitab
kita	PR kita
kiu	NN kiu
kiwi	NN kiwi
klab	NN klab
klaim	NN klaim
klakson	NN klakson
klan	NN klan
klasifikasi	NN klasifikasi
klavikula	NN klavikula
klep	NN klep
klien	NN klien
klik-klikan	JJ klik-klikan
klik	NN klik
klimaks	NN klimaks
klimatologi	NN klimatologi
kliping	NN kliping
klip	NN klip
kliring	NN kliring
klise	NN klise
klon	NN klon
klorida	NN klorida
klorinasi	NN klorinasi
klor	NN klor
kloroform	NN kloroform
klub	NN klub
kluster	NN kluster
knalpot	NN knalpot
knop	NN knop
knot	NN knot
koalisi	NN koalisi
kobaran	NN kobaran
koboi-koboian	VB koboi-koboian
koboi	NN koboi
kobokan	NN kobokan
kobra	NN kobra
kocak	JJ kocak
kocek	NN kocek
kodak	NN kodak
koda	NN koda
kode	NN kode
kodian	NN kodian
kodi	NN kodi
kodok	NN kodok
koekisitensi	NN koekisitensi
koenzim	NN koenzim
kognisi	NN kognisi
kognitif	JJ kognitif
koheren	NN koheren
kohesif	JJ kohesif
koil	NN koil
koin	NN koin
koinsiden	JJ koinsiden
koja	NN koja
kokas	NN kokas
koki	NN koki
kok	NN kok
kokoh	JJ kokoh
kokok	NN kokok
kokon	NN kokon
koktail	NN koktail
kokus	NN kokus
kolam	NN kolam
koleksi	NN koleksi
kolektif	JJ kolektif
kolektivisme	NN kolektivisme
kolektivis	NN kolektivis
kolektivitas	NN kolektivitas
kolektor	NN kolektor
kolesom	NN kolesom
kolesterol	NN kolesterol
kolik	NN kolik
kol	NN kol
kolokan	JJ kolokan
kolokium	NN kolokium
kolom	NN kolom
kolonel	NN kolonel
kolonial	JJ kolonial
kolon	NN kolon
kolor	NN kolor
kolosal	JJ kolosal
kolot	JJ kolot
kolumnis	NN kolumnis
komandan	NN komandan
komando	NN komando
koma	NN koma
komentar	NN komentar
komet	NN komet
komik	NN komik
komisi	NN komisi
komitmen	NN komitmen
komoditi	NN komoditi
komodor	NN komodor
komparatif	JJ komparatif
kompartemen	NN kompartemen
kompementer	JJ kompementer
kompensasi	NN kompensasi
kompeten	JJ kompeten
kompetensi	NN kompetensi
kompetitor	NN kompetitor
kompleksitas	NN kompleksitas
kompleks	NN kompleks JJ kompleks
komplet	JJ komplet
komplikasi	NN komplikasi
komplit	JJ komplit
komplotan	NN komplotan
komponen	NN komponen
komponis	NN komponis
komposit	NN komposit
kompresi	NN kompresi
kompromi	NN kompromi
komputer	NN komputer
komunal	JJ komunal
komunikasi	NN komunikasi
komunike	NN komunike
komunis	NN komunis
kondang	JJ kondang
konde	NN konde
kondensasi	NN kondensasi
kondisi	NN kondisi
kondominium	NN kondominium
kondomisasi	NN kondomisasi
konduite	NN konduite
konduksi	NN konduksi
konduktivitas	NN konduktivitas
koneksi	NN koneksi
koneksitas	NN koneksitas
konfeksi	NN konfeksi
konflik	NN konflik
kongesti	NN kongesti
kongkret	JJ kongkret
kongres	NN kongres
konjungtur	NN konjungtur
konklusi	NN konklusi
konkret	JJ konkret
konkurensi	NN konkurensi
konon	RB konon
konotasi	NN konotasi
konselor	NN konselor
konsentrat	NN konsentrat
konsentris	JJ konsentris
konsepsi	NN konsepsi
konserto	NN konserto
konservasi	NN konservasi
konservatisme	NN konservatisme
